Headline,Link,Source,Published Date,Tokens,Lemmatized
s p 500 closes higher monday after briefly touching six month low live updates cnbc,https://news.google.com/rss/articles/CBMid0FVX3lxTE4yWVhFeFhqVGctMFhCanJmNThUT3Y3M01vbno0TWFIdDBOMlFmZkRPYlI1U21VbV9DVkNkX3RZd2pFX0JzMUJlN2VrY0JBLUNuaGwzRDVlSFFqWld2Y0J1Rml4T1cteDVXWWlOb0VBYnRUTHl6RXFZ0gF8QVVfeXFMTktYakdhMWRFUmlOQlFrOGRxczB5aE9aMEdsVndSVDZidUtVY1ZvcHN3UzN2eWdUWXZ2bF9oT3VYY1JwamhONDliR0g0R084V2VBMnczNWNtRmxmWGN0VDlCQ3RXZU5wVWRDY3BCWDVReGV0cUQxRmdOY0ZLcA?oc=5,news.google.com,"Mon, 31 Mar 2025 20:22:38 GMT","['p', '500', 'closes', 'higher', 'monday', 'briefly', 'touching', 'six', 'month', 'low', 'live', 'updates', 'cnbc']","['p', '500', 'close', 'higher', 'monday', 'briefly', 'touching', 'six', 'month', 'low', 'live', 'update', 'cnbc']"
stock market news for monday march 31 2025 the s p 500 rallied for the day to end a dismal quarter barron s,https://news.google.com/rss/articles/CBMib0FVX3lxTE9DZ3J0RG5pZjlYODJZQlpTU2dYVnJrbHljUmIxa21MSE9jZVhfYjJnWFdhSEtQaXVxRG5TNEpBaDdiWHhVYnBxdUtKcjFRa2lTLUp6SmtabjFIUUxBWUM4dDRORDk1ZC1UZ1VaYkVpbw?oc=5,news.google.com,"Mon, 31 Mar 2025 20:50:00 GMT","['stock', 'market', 'news', 'monday', 'march', '31', '2025', 'p', '500', 'rallied', 'day', 'end', 'dismal', 'quarter', 'barron']","['stock', 'market', 'news', 'monday', 'march', '31', '2025', 'p', '500', 'rallied', 'day', 'end', 'dismal', 'quarter', 'barron']"
newsmax stock soars pushing market cap over 7 billion after ipo yahoo finance,https://news.google.com/rss/articles/CBMirgFBVV95cUxQVFhiY0F1d0F0OXR2bXZYekFnaFlMMGlsaFhMTi04MmlRdzV0Mzc1SnRPQUZvNlg4NE5MS2FDdzRkcExqWk9JSTQ3ZXlWeEpNeW1acVVzeFo2Yjdyd2ZMX2FFZVFaWFltN1Iydng5NHlNMWtxRlFCR01ncGZvUGI5bGl6LUZSOXdmYWc0bDkwS19jVzAzTVd3WVhvMG1wS3NGTnVrWFRLSThVRVVEQWc?oc=5,news.google.com,"Tue, 01 Apr 2025 14:07:54 GMT","['newsmax', 'stock', 'soars', 'pushing', 'market', 'cap', '7', 'billion', 'ipo', 'yahoo', 'finance']","['newsmax', 'stock', 'soar', 'pushing', 'market', 'cap', '7', 'billion', 'ipo', 'yahoo', 'finance']"
stock market news march 31 2025 dow s p 500 shake off tariff jitters to close higher snapping 3 day losing streak nasdaq closes lower marketwatch,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQd0ZuUzN1cE8tUnROMWRVVFQxc2FhaC1qejlhdUk3R3NPTjlmRTVsMFd5dkNPd21HTDVHZDIxMGhQWUhYWEZCNlZQdkxGYlB5dHBvQmNacVJhX0NfaFFiQzlMc0NkLUJoTXFVa2RQS1B3ekFGV2ZwVl9IWUFxSHRKZXBmd3JCZ093eGkxSmxYSnFhdlNYTk1rWlRiNkF4U3VWZ3NKNTM5cG1Qem16V1BiQk5nMVUycDB1al9UaFpHYkZBeHM?oc=5,news.google.com,"Mon, 31 Mar 2025 21:13:00 GMT","['stock', 'market', 'news', 'march', '31', '2025', 'dow', 'p', '500', 'shake', 'tariff', 'jitters', 'close', 'higher', 'snapping', '3', 'day', 'losing', 'streak', 'nasdaq', 'closes', 'lower', 'marketwatch']","['stock', 'market', 'news', 'march', '31', '2025', 'dow', 'p', '500', 'shake', 'tariff', 'jitter', 'close', 'higher', 'snapping', '3', 'day', 'losing', 'streak', 'nasdaq', 'close', 'lower', 'marketwatch']"
stocks fall ahead of imminent trump tariffs investor s business daily,https://news.google.com/rss/articles/CBMisgFBVV95cUxNQ28wZGFyOHpxdE9CSWxGWFdzUkVWWTN0UzQ0V1hHTk1mYW1Zbk1yalZEcTlZeUtIQ1hRTzlOVndrWm9LdWVteXBRd0pTSHZ4OWZldU5fQVBKaEhuWFo4bFpEYWZleGMxc1pvVlpnaDRmSnB0S2tRSU9EWGpWQmw5UTlzaUdHVDctY2JLbmlKS2JaTmZtQmNxZ2l3ZjhqX3hRZ3pKMWNjQkRsUnh4TEZIZmpB?oc=5,news.google.com,"Tue, 01 Apr 2025 13:48:00 GMT","['stocks', 'fall', 'ahead', 'imminent', 'trump', 'tariffs', 'investor', 'business', 'daily']","['stock', 'fall', 'ahead', 'imminent', 'trump', 'tariff', 'investor', 'business', 'daily']"
stock market today dow jones up as new trump stock rockets secret warren buffett stock clears entry live coverage investor s business daily,https://news.google.com/rss/articles/CBMi3gFBVV95cUxPdElqVTU4U29pVi1XVEhTSFdIWDVkTm1DWlJiYk9iVmNKdUY2anRCNGtLOFN5VUNmM1IxTTFnQ0hzTVdYMmZCZExHM193bDNwQ0lzZGJXZ3A1bUxpRGFQRkc0dzdoUzgxVFBocERMa0g1YkU2Wk9qRHBBSVZFY2ExOUxaWnlDM2wtS1hiQThqcm1zM0hIQzVCRGFnN1RYWV9hanpTVktsQmZMTVF2YWlaOEd6Mkc5Z2Z3UDdpSTVjZVNMZFhMOW9wT1VWY2xKR3JpSUxwSDMydk5vaWIwMGc?oc=5,news.google.com,"Mon, 31 Mar 2025 20:34:00 GMT","['stock', 'market', 'today', 'dow', 'jones', 'new', 'trump', 'stock', 'rockets', 'secret', 'warren', 'buffett', 'stock', 'clears', 'entry', 'live', 'coverage', 'investor', 'business', 'daily']","['stock', 'market', 'today', 'dow', 'jones', 'new', 'trump', 'stock', 'rocket', 'secret', 'warren', 'buffett', 'stock', 'clear', 'entry', 'live', 'coverage', 'investor', 'business', 'daily']"
stocks mark worst month in years as trump s tariffs loom the new york times,https://news.google.com/rss/articles/CBMid0FVX3lxTE9jbGw0RHlzaEdMNWpIbURsYkIteUtvaEVJWlFFUXFVZGl5cWlXdmxMNkZRRHB1R1B5amUzSHBQMXUyMl9BQVBycURsRHdweVNYcjNMYXM0dEVzdUhIcVNqTVBvQktDeDVfS1Z2QndvZ0lwdVFkcndZ?oc=5,news.google.com,"Mon, 31 Mar 2025 23:13:00 GMT","['stocks', 'mark', 'worst', 'month', 'years', 'trump', 'tariffs', 'loom', 'new', 'york', 'times']","['stock', 'mark', 'worst', 'month', 'year', 'trump', 'tariff', 'loom', 'new', 'york', 'time']"
stocks rise gold at record as investors await trump tariff clarity reuters,https://news.google.com/rss/articles/CBMidkFVX3lxTFBjb3NTVXZ5N2lwbG5xRnJ6MkdSN3ZRME5GTXJPNGljX2ZkS1ViUjh1d2QtSkFtUl9hZ1V0QlZpN21rUWZPd0NqdVl4VnM5amNCXzdHSDJ0VDJvZzk1TlZuZVZnZloxZ0Q5a3BNbXA2ajZxWmVSd0E?oc=5,news.google.com,"Tue, 01 Apr 2025 11:03:37 GMT","['stocks', 'rise', 'gold', 'record', 'investors', 'await', 'trump', 'tariff', 'clarity', 'reuters']","['stock', 'rise', 'gold', 'record', 'investor', 'await', 'trump', 'tariff', 'clarity', 'reuters']"
a bullish signal just flashed amid the stock market chaos business insider,https://news.google.com/rss/articles/CBMimAFBVV95cUxQR1d6M1VNRXNaMUQ0RnBVdlFWX3ZyYjNuN09pWkNrdTVNSXlZckJOUF8yR2RzX0lmY1B4S2hMY3drY0FKQXhJMWJWa0JyeWFVbkJJc0xWZUxSckxGVk5wYW95ZWtGQ0lWcjdIRjhNd051QXQ0U2I4a3hiZDRLX3FsdTU2NTh5QUtsczl1Sy1hcUhYLXp4bk95UA?oc=5,news.google.com,"Mon, 31 Mar 2025 19:44:00 GMT","['bullish', 'signal', 'flashed', 'amid', 'stock', 'market', 'chaos', 'business', 'insider']","['bullish', 'signal', 'flashed', 'amid', 'stock', 'market', 'chaos', 'business', 'insider']"
wall street is fed up with trump s tariffs stocks are off to their worst start to a year since 2022 cnn,https://news.google.com/rss/articles/CBMijwFBVV95cUxOcmMyLWRGRHVvUlhBMlhFOTA4c1lKZFl1bThtaXRoS19Sa29WS1dvMzZnR2oydmpJaFNSbWgza2FvejRwSmNQN1Q1a3BVQWRRTnYtLVAzM0NSUXhOMy1ETFhOOEtxWnozRTAwTG80TTJIY1VVNlhKN21maWVRei1KZDBzUTlIZHZSMXVWb3ZvZ9IBhgFBVV95cUxPUHBYZFpCSnY0alg4Y1ZQb3JmNW5KSk52UmpfcDI1R01MWDVyNHFobU1UUUN3VVRVcTUxU2NSVDhlc1NiTDJQa2hJMDhlemloWWUwbm42cHN1MWdvUFV2dFR2SjRzTnV3TGY5Rnc5Wl9wR0lIcmRTbXhlR2pwYlQ5T25yaTk3QQ?oc=5,news.google.com,"Mon, 31 Mar 2025 20:10:00 GMT","['wall', 'street', 'fed', 'trump', 'tariffs', 'stocks', 'worst', 'start', 'year', 'since', '2022', 'cnn']","['wall', 'street', 'fed', 'trump', 'tariff', 'stock', 'worst', 'start', 'year', 'since', '2022', 'cnn']"
stock market today dow jones s p 500 give back gains new ipo name soars as tariffs loom live coverage investor s business daily,https://news.google.com/rss/articles/CBMirwFBVV95cUxOZVQxTmZOWnlWM3psSW1vbkJtWGhOMFN5NF84UnZmb2pMM0VLVXpkcjZyTXZMVWdiLWcxaWYzeWFUVFE0WjFVQjVfanc3c3IteTN6TGY3dmVJV0JNbjZ3N21nVTZpYWtLRWtRYnJnZ3FNWV9zbXVtdE9XNXZNSlFFT0poRF9YVzU0RmRMWUNpV0t4UU90MjNjUk5WRVVtbHlmaEhNQ3R1SGpOVTAwYUVz?oc=5,news.google.com,"Tue, 01 Apr 2025 14:44:00 GMT","['stock', 'market', 'today', 'dow', 'jones', 'p', '500', 'give', 'back', 'gains', 'new', 'ipo', 'name', 'soars', 'tariffs', 'loom', 'live', 'coverage', 'investor', 'business', 'daily']","['stock', 'market', 'today', 'dow', 'jones', 'p', '500', 'give', 'back', 'gain', 'new', 'ipo', 'name', 'soar', 'tariff', 'loom', 'live', 'coverage', 'investor', 'business', 'daily']"
s p nasdaq post big quarterly percentage drops on trump tariff turmoil reuters,https://news.google.com/rss/articles/CBMilwFBVV95cUxOTkN5MVc2ZEgxQ2FqalZpSlExMUNxSUNBUE9OcmJlRWFPSXRvaWowLXRzZzMxZ0M2MTlNNXpPNXh2NXN0Zm5TM0ZWa1l5QnB2dlYxMExwOTFXOC1sT1E0bG84TERDbDlEVDZkUjNlRjBqajVOY1B1YmY5Q1hMYUo4ZTBLRG42VWVXdnVaQ3ZDVTFiMFFtWWJn?oc=5,news.google.com,"Mon, 31 Mar 2025 23:55:26 GMT","['p', 'nasdaq', 'post', 'big', 'quarterly', 'percentage', 'drops', 'trump', 'tariff', 'turmoil', 'reuters']","['p', 'nasdaq', 'post', 'big', 'quarterly', 'percentage', 'drop', 'trump', 'tariff', 'turmoil', 'reuters']"
dow and s p 500 close up nasdaq falls as trump s liberation day tariffs loom abc news,https://news.google.com/rss/articles/CBMiowFBVV95cUxOLV9qWTNMWjRYcFhwQy1Ud2phT18tU255NC1VWUFEcFJGcmZCcDdMZDRaa3ZFQW1GRkZ0Xy1qajMtcTB5dzlpanZ1WVViS3pHU3AtSlJQaEpNeExNTTctVGhjMlNWZGVaem1ib2xOWGc0NEY0WTJTa2RkT2F4RWVpX3huQTNCQWFldFdaZy1CaDZ0cVVwZndMWXhGUTBxVDJ1WXRn0gGoAUFVX3lxTFBuMkJsM2VOekRQeEE1ODlFVDBQd3puMXVzQXBaQWQ0aXZyWkZLV0JTZEVsTkFpbUM4VmYydHFESEF1VEpucnJNaG91Q0E3U1ZlcDllc2FKRUM1VmN1U3hjU2M4dnNORlpfbDRCZFgxN1EtWUpxVnZNLU9FRldQenpMWUFWRDB0UWlMQi14akpzR29UVFllaEdZT2NZUjhlLUd0LVlualJ6Uw?oc=5,news.google.com,"Mon, 31 Mar 2025 20:11:23 GMT","['dow', 'p', '500', 'close', 'nasdaq', 'falls', 'trump', 'liberation', 'day', 'tariffs', 'loom', 'abc', 'news']","['dow', 'p', '500', 'close', 'nasdaq', 'fall', 'trump', 'liberation', 'day', 'tariff', 'loom', 'abc', 'news']"
trump tariffs liberation day looms eu prepares tariff retaliation dow slips live updates wsj,https://news.google.com/rss/articles/CBMihwFBVV95cUxQdWFWODdFN3BXNWIyaGkwaF85bnFHUFU1UUl1dGM0Rm0ycVR2T2FwdFlpZmlfVUhXQzA2RTlJbmxkV3RBMXhmOHR6bjk3bW50UXVySFFsMEtqRW1pLWptZHRPWWQzdFFwQVB4SmJZb1FhZ2VGSTl0a2Z2dGx6QjRSNXZYOENJeFk?oc=5,news.google.com,"Tue, 01 Apr 2025 15:06:00 GMT","['trump', 'tariffs', 'liberation', 'day', 'looms', 'eu', 'prepares', 'tariff', 'retaliation', 'dow', 'slips', 'live', 'updates', 'wsj']","['trump', 'tariff', 'liberation', 'day', 'loom', 'eu', 'prepares', 'tariff', 'retaliation', 'dow', 'slip', 'live', 'update', 'wsj']"
stocks finish higher after earlier losses as markets await trump s tariff announcement nbc news,https://news.google.com/rss/articles/CBMiugFBVV95cUxQR28xVnZEVWdzcFpvMDNjSEhxb3BvTDA5Nko1aldZSjcyaVZTTTFqNmY2R2wyVkFsRlNVQzVLUm50LUUxNC1FeGJ0MkRPdlRoeGEzQjVKWGVFXzUycjJZcW5LZVl1QmRIVmhjNmtlaXJXQ1dzcjZMYU5QNlBta2UtbVE0MFZJRXp0LTlIenJoLXJGLS1tVC1xTEtGX0FuakFWUVFrQUotUmhDYXJDVzZCaGxHb1lVbjBhVlHSAVZBVV95cUxNM1AzRWRVZTc3YmpBUm9Eb2JyeWpwVWQ3MnRyR3VEZExKeS16N2ZvcHRnb190U1czUU14MF80QkpTakZCWFE4Q1QtQm9lTUJ2eUlmZER1UQ?oc=5,news.google.com,"Mon, 31 Mar 2025 20:11:22 GMT","['stocks', 'finish', 'higher', 'earlier', 'losses', 'markets', 'await', 'trump', 'tariff', 'announcement', 'nbc', 'news']","['stock', 'finish', 'higher', 'earlier', 'loss', 'market', 'await', 'trump', 'tariff', 'announcement', 'nbc', 'news']"
stock market fights back to end mixed with dow up 400 points ahead of april 2 tariffs usa today,https://news.google.com/rss/articles/CBMimAFBVV95cUxQMnlEeG93MlQwNjVQSXVrRmZNWEptNVdZbklydFZLMkt0b3hUbUF0amNYQ1RWOE9hWEJ1Q1R4Ni1UYmNLWjRveFJyU3hJVWY4aWFtejY1LWlvVnpYaFMtdXMzUHpOX3ZqT0pRX0FrVE9YWDZ3RXRxY3ktbEszUGlfVm92QkhrVVpUWVVXZnJzM202Wm9FTXlBbw?oc=5,news.google.com,"Mon, 31 Mar 2025 19:52:54 GMT","['stock', 'market', 'fights', 'back', 'end', 'mixed', 'dow', '400', 'points', 'ahead', 'april', '2', 'tariffs', 'usa', 'today']","['stock', 'market', 'fight', 'back', 'end', 'mixed', 'dow', '400', 'point', 'ahead', 'april', '2', 'tariff', 'usa', 'today']"
why the stock market sell off may not be done yet yahoo finance,https://news.google.com/rss/articles/CBMimwFBVV95cUxNN1FjYzhVdXdMT0xrSHJ3cFFpdW9QakpPQTg3dmJTQnZIWHgzV3I0aU5iM0liUUVfM1Q0dVVOcjZzZW94cUZfbGNkMGgxam9xYjVZTE1SMzA3NWRfZ2NtX0M3eFJCcTkyblFSYU51b3ZEcFNiN29NMlJFTzM1X3FVY1NQNW9HeEQ0QUZKZ29fbkR5RmNMVzY5aHFLaw?oc=5,news.google.com,"Mon, 31 Mar 2025 12:47:36 GMT","['stock', 'market', 'sell', 'may', 'done', 'yet', 'yahoo', 'finance']","['stock', 'market', 'sell', 'may', 'done', 'yet', 'yahoo', 'finance']"
stocks drop gold hits record as tariffs stoke recession worries reuters,https://news.google.com/rss/articles/CBMidkFVX3lxTFBFQ0J5dnlGOTRzU01raE5lSmdyeUJ2cENmY1pjdVRMVUp1aVUyNjZSMTlMYURialJnQ1VkYTRQX1VJbmcwbnhqZzlVa0lZaEtJQktXZUEzbXp5cUNWYktQSFhDSENHck9lR0lLbzhHZDNVOV8xd0E?oc=5,news.google.com,"Mon, 31 Mar 2025 21:21:03 GMT","['stocks', 'drop', 'gold', 'hits', 'record', 'tariffs', 'stoke', 'recession', 'worries', 'reuters']","['stock', 'drop', 'gold', 'hit', 'record', 'tariff', 'stoke', 'recession', 'worry', 'reuters']"
the key risks that drove the s p 500 s worst first quarter in 3 years aren t going away yahoo finance,https://news.google.com/rss/articles/CBMiygFBVV95cUxQUjFWZ25JXy1UQTF4ZDFBZlVQS0s0TzFFSmZremdnY3paWkpLcG1nbU9RcGZyWXlXN2Y1WWFUSVM3a1ZLMTFjRExfX3Buc1NfQ2JrSlYtMDZtdUhmVkdsZlNGa1JMMmRRdUhoUXdaYnFneUJpUTA0T3dYWWl1YUVXTTRBT3d0VFdrOTJnak1pY2JuUGo0OGZqY1h0djVIbWlRdjlVWDRqZzNvZ1JUdTVHZmNLdHpOalZtNXU2cE5pRFoxTTgxbE95eHJR?oc=5,news.google.com,"Tue, 01 Apr 2025 08:00:50 GMT","['key', 'risks', 'drove', 'p', '500', 'worst', 'first', 'quarter', '3', 'years', 'going', 'away', 'yahoo', 'finance']","['key', 'risk', 'drove', 'p', '500', 'worst', 'first', 'quarter', '3', 'year', 'going', 'away', 'yahoo', 'finance']"
stock market today wall street slide on the eve of trump administration s tariff announcement abc7 new york,https://news.google.com/rss/articles/CBMitwFBVV95cUxOa2NhcGNlUVJNYldtOENyTnVvQUlzWjdMZ3lLRExvTmI2Q1M1dlVDRG1XTlVSRTJ3LWhmRVl5SndLcGhuZlFNX2FjYTlsQU9QZkdkNkIyU0ZBOGUzWGJwVHpOVTBmOTBiUEJhOGczaFB2dUhpMXg4RkVsMjV0WE1iUXB0Y2JwbnQ5Sm10QzJ3Wk9ZQmFtVzFNZTIwN2xOWXIyS3ZDYzRJVGdlTHdlYUloY1FHaHpQeTg?oc=5,news.google.com,"Tue, 01 Apr 2025 14:26:24 GMT","['stock', 'market', 'today', 'wall', 'street', 'slide', 'eve', 'trump', 'administration', 'tariff', 'announcement', 'abc7', 'new', 'york']","['stock', 'market', 'today', 'wall', 'street', 'slide', 'eve', 'trump', 'administration', 'tariff', 'announcement', 'abc7', 'new', 'york']"
jim cramer s top 10 things to watch in the stock market monday cnbc,https://news.google.com/rss/articles/CBMinwFBVV95cUxQVWk1QndfRXFkT3U4UzkwN1h3NkhSMTNPbGRacHRCUHNjdHhlVno5NXdraURJcXJaemNoT0VKOGppeS0ydldvVnVPT2Yyc1pOb0tiRU9HeldjVkphX0IxZXp3cmpHNDBUM2VOcnBSdXp1dFk0UktxRE1DZ1NYRlpNN0V5M1RvRXZwa3BLRXA1anZwSGtQakNVM0t5aXVSdFk?oc=5,news.google.com,"Mon, 31 Mar 2025 12:57:23 GMT","['jim', 'cramer', 'top', '10', 'things', 'watch', 'stock', 'market', 'monday', 'cnbc']","['jim', 'cramer', 'top', '10', 'thing', 'watch', 'stock', 'market', 'monday', 'cnbc']"
tesla johnson johnson pvh southwest newsmax and more stock market movers barron s,https://news.google.com/rss/articles/CBMibkFVX3lxTE5QLUxkS2xaNUk0X0pZWkJ6V3hOYWlBZXdvamZaS3Z6OGwzOU5fWm83Q19TTW14UWN2NUFDMmUtM0RTSGdGVTc4Y3QxWVNVZVMxYjVRZHk5S1luOEJrZ2p6MWpLd1FLX2VXYWdXSDNB?oc=5,news.google.com,"Tue, 01 Apr 2025 13:51:00 GMT","['tesla', 'johnson', 'johnson', 'pvh', 'southwest', 'newsmax', 'stock', 'market', 'movers', 'barron']","['tesla', 'johnson', 'johnson', 'pvh', 'southwest', 'newsmax', 'stock', 'market', 'mover', 'barron']"
dow rebounds for a big day after stock markets slip early on fears over trump s tariffs the independent,https://news.google.com/rss/articles/CBMiswFBVV95cUxPbTJvTkVaSEdnUUhXMXJzZVRDWC1mNkNuRUpvYm9Md2VkcUZxeHNaVkJFeVk3QnhjdmtsY1NZa1JVRHFpSU4tNXFqc1lVeW16QUZ5UjNYZ2FsR2N0b0Z2QUZzazRxQlVZWFVFelhGODRIOXh2Zlc2dHc1UFhudXdHazh2OXJMS0c5V3FEalRIbldRQlZIREJvR1dJSy1PVzJqSkNFc1pKVGNmUk5CUV9XUkk3QQ?oc=5,news.google.com,"Mon, 31 Mar 2025 21:27:00 GMT","['dow', 'rebounds', 'big', 'day', 'stock', 'markets', 'slip', 'early', 'fears', 'trump', 'tariffs', 'independent']","['dow', 'rebound', 'big', 'day', 'stock', 'market', 'slip', 'early', 'fear', 'trump', 'tariff', 'independent']"
stock market today nasdaq s p 500 tumble to resume sell off as liberation day tariff worries mount yahoo finance,https://news.google.com/rss/articles/CBMi2wFBVV95cUxOMlptTkNKa3I5WGVscHBHZWxwcXQ4Uk9uWXN1X0tGellrenJ3OURRVEdxNEc0TUMwVzRxbFVtTzNRcTIzazFPZVpCVEdkSk55aXFTTG92bjd5X25yVUtWaV9mQkNVV1FXM1BFSHdrNnhVM09uVWttcktIN21JQTZlaW1yQ3NIXzlnc3UtSzRUeWFWX0FGTi02akpWQ1VuR3pOeVpmSXR3MjZXeFVQa19FUVJGc0FXSjdfMW92allOa1YwNUlKdGktV0s4eEo1SzVGUXhGZDR6a0dxRUE?oc=5,news.google.com,"Mon, 31 Mar 2025 16:05:36 GMT","['stock', 'market', 'today', 'nasdaq', 'p', '500', 'tumble', 'resume', 'sell', 'liberation', 'day', 'tariff', 'worries', 'mount', 'yahoo', 'finance']","['stock', 'market', 'today', 'nasdaq', 'p', '500', 'tumble', 'resume', 'sell', 'liberation', 'day', 'tariff', 'worry', 'mount', 'yahoo', 'finance']"
stagflation risks looming tariffs fuel stock market jitters in ugly q1 for s p 500 marketwatch,https://news.google.com/rss/articles/CBMiygFBVV95cUxQMjh6MWZqZTJ1bGtYcVdtMFQtWC04d0tKNWFwWDBPV3lablktblhEUHNKcWlqdmlacjNKU2wwdTBjVnZCblVTdTAwVUV2aHJ0dnBPMG5lVmE5SV9wUWRsOHdaYnUybDItZFdQSnk4SVpFWmJyQ19WcHgxc1RzNnRQeWxERVl4dExCQUJfNllVTWdGS1c1QkhLWUlPTXRuTjlPai1GRm5hNUt2Q3V2SHVEQ21jOVJwV3RPakZrOFllcGFkSFg5bkpiWlFR?oc=5,news.google.com,"Mon, 31 Mar 2025 19:57:00 GMT","['stagflation', 'risks', 'looming', 'tariffs', 'fuel', 'stock', 'market', 'jitters', 'ugly', 'q1', 'p', '500', 'marketwatch']","['stagflation', 'risk', 'looming', 'tariff', 'fuel', 'stock', 'market', 'jitter', 'ugly', 'q1', 'p', '500', 'marketwatch']"
stock market outlook where we see opportunities in q2 morningstar,https://news.google.com/rss/articles/CBMijwFBVV95cUxPU01Qcl9hNmxYV2Q4dGxwOEpYVmhuWGZqMGNxdzR2eVEyeVg3NmozOG9MR0d4Ql9jYjZlejJHUmpWaDc5cy1QZGdrTGxqUlN3VGMyM3RKWk9aS0xEUzlDUC1XRjQwSGhSRGp5RG1XYVJDOS1DbEN4Zm4tUkdKZzlScERBWVJTa1BRQlZnd3FHUQ?oc=5,news.google.com,"Thu, 27 Mar 2025 18:43:02 GMT","['stock', 'market', 'outlook', 'see', 'opportunities', 'q2', 'morningstar']","['stock', 'market', 'outlook', 'see', 'opportunity', 'q2', 'morningstar']"
investors are stunned after the stock market closed its worst quarter in 3 year business insider,https://news.google.com/rss/articles/CBMickFVX3lxTFBrbWVOVmNwTTNnaURMYmtEMjdUSU5pMGw2X014S1ZUd1VFb0U3NmF5S1JiYnlVNnZYMGJKdC1SQzk3dTU5XzZBd05hNERDaVJhNEdtMG9HaHlRaVRTNUh1U1I5V3djVy1xYWNkUi1qV05hZw?oc=5,news.google.com,"Tue, 01 Apr 2025 11:42:00 GMT","['investors', 'stunned', 'stock', 'market', 'closed', 'worst', 'quarter', '3', 'year', 'business', 'insider']","['investor', 'stunned', 'stock', 'market', 'closed', 'worst', 'quarter', '3', 'year', 'business', 'insider']"
stock market news march 28 2025 stocks fall on tariff consumer sentiment fears wsj,https://news.google.com/rss/articles/CBMihgFBVV95cUxNZlZRWjFMQkItRzZMUDNFcG9WLWlxMlNtaUw2NktnNGoybjRaZDYwUFpqS3VvUkZqcHlVX2hHS050dFU0cUREVDlDem5ObFc1Nk84Q1JsN01oVWg3VkxPZThkS25md1otZm8wU25KQVFDM0Iwd1hxMTdRZFNVTTZJWU1JZnJHdw?oc=5,news.google.com,"Sat, 29 Mar 2025 00:28:00 GMT","['stock', 'market', 'news', 'march', '28', '2025', 'stocks', 'fall', 'tariff', 'consumer', 'sentiment', 'fears', 'wsj']","['stock', 'market', 'news', 'march', '28', '2025', 'stock', 'fall', 'tariff', 'consumer', 'sentiment', 'fear', 'wsj']"
futures nasdaq eyes low as next trump tariff wave looms investor s business daily,https://news.google.com/rss/articles/CBMitAFBVV95cUxOeVRGaUZaUkx3MGlJNnUzVkl1ZjNscE9lN2JIb0x6X1p5UFZWNlBIc0lyUmRBZkhXSjRRRUhLRk5uTGw1c01aZFlXN19OSlhiUVhHMnZFT1oxeTJNOEN0LUp2VVllNG9Rd191LW1zZ0tHVkNZNVl2S053UldMZDVoZ0pRS05Na1N2d0dKT2ZyQ2Z6bGFuUUxXeEM1aGE1S1JjYlowUmZUQlFOTXFfWjJOUFRuU0c?oc=5,news.google.com,"Mon, 31 Mar 2025 12:18:00 GMT","['futures', 'nasdaq', 'eyes', 'low', 'next', 'trump', 'tariff', 'wave', 'looms', 'investor', 'business', 'daily']","['future', 'nasdaq', 'eye', 'low', 'next', 'trump', 'tariff', 'wave', 'loom', 'investor', 'business', 'daily']"
stock market faces serious pain ahead if this index breaks down says strategist cnbc,https://news.google.com/rss/articles/CBMipwFBVV95cUxPdUJqMnByTUlvbXpSaE5QOE1BYkJZOTA2Sm80SUxBdHdBd0hjQzhIVU8tc3d6ckJkYlNoZk9VQk1TV1VnVlQ1Z3JKaDEtdURXNlF3MnYwMy1JRi03NXdROGR0ekF4cUJQVlpOeE55TTVfSzVsamw1WlpXMGcwd2NIZGRWaFYwREVNLWR2WjhtelZ3NjlDc3Y2TUZqS0NyMVVnZE5Gc0J5TQ?oc=5,news.google.com,"Mon, 31 Mar 2025 16:21:51 GMT","['stock', 'market', 'faces', 'serious', 'pain', 'ahead', 'index', 'breaks', 'says', 'strategist', 'cnbc']","['stock', 'market', 'face', 'serious', 'pain', 'ahead', 'index', 'break', 'say', 'strategist', 'cnbc']"
wall street strategists continue to cut their stock market forecasts as trump tariff fears become reality yahoo finance,https://news.google.com/rss/articles/CBMi5gFBVV95cUxQblVCazN5czdaVGU0YW9tWDVIel9oRnZqcnkyaERKYzJDcTJZSmZvRFdaczZnblhKb2JRME16bjJyd3czZGlBRlozb3RicnU5VkZ6LTQxWDJvYXNtRlRQXy1kRm9nVnliajZTZ2pMMzN5NUZBdzFuLW02ZTlETmpoakNfMEFaNzExaWp6RE8yOERJbzdOc0xJUG5hOWF4NkNBVzRob3Vod2FLX255VVhySFpqVkpFR21JZmFFVmJSZVRHQjhXQkJWeGNvSDZLZ0RvaUJDMERBdjI5Znl2WjJjVkh6TEc0Zw?oc=5,news.google.com,"Mon, 31 Mar 2025 15:08:23 GMT","['wall', 'street', 'strategists', 'continue', 'cut', 'stock', 'market', 'forecasts', 'trump', 'tariff', 'fears', 'become', 'reality', 'yahoo', 'finance']","['wall', 'street', 'strategist', 'continue', 'cut', 'stock', 'market', 'forecast', 'trump', 'tariff', 'fear', 'become', 'reality', 'yahoo', 'finance']"
