timestamp,content
2025-03-26T23:17:00.000Z,"Reporter: Do you think tariffs will be good for Tesla, $TSLA?

TRUMP: Good for who?

TRUMP: It could be a net neutral or it could be good... anyone who has a plant in the United States it will be good for."
2025-03-26T22:58:00.000Z,"Trump: ""What we're gonna be doing is a 25 percent tariffs on all cars that are not made in the United States."""
2025-03-26T22:37:00.000Z,"BREAKING: Ontario, Canada Premiere Ford says they will ""inflict maximum trade pain"" on the US, per Reuters"
2025-03-26T22:19:00.000Z,"Trump says Elon Musk of $TSLA hasn't advised him on auto tariffs because he may have a ""conflict"""
2025-03-26T22:06:14.000Z,"Reporter: The NASDAQ was down 2% at close. S&P 500 down 1%.  

President Trump: Is that today?

Reporter: Yes, sir.

President Trump: I didn't see that... that can take care of itself."
2025-03-26T21:51:00.000Z,"Trump says the auto tariffs of 25% will be ""permanent for rest of his term."""
2025-03-26T21:37:16.000Z,BREAKING: Trump says tariffs will be implemented on all countries next week.
2025-03-26T21:25:01.000Z,BREAKING: Trump has announced 25% tariffs on all cars not made in the US
2025-03-26T22:06:14.000Z,"Reporter: The NASDAQ was down 2% at close. S&P 500 down 1%.  

President Trump: Is that today?

Reporter: Yes, sir.

President Trump: I didn't see that... that can take care of itself."
2025-03-26T21:51:00.000Z,"Trump says the auto tariffs of 25% will be ""permanent for rest of his term."""
2025-03-26T21:37:16.000Z,BREAKING: Trump says tariffs will be implemented on all countries next week.
2025-03-26T21:25:01.000Z,BREAKING: Trump has announced 25% tariffs on all cars not made in the US
2025-03-26T21:17:00.000Z,"The FBI is reportedly spying on social media posts it considers threatening to corporate executives, per Ken Klippenstein."
2025-03-26T20:58:00.000Z,$TSLA finished the day down 5.5%.
2025-03-26T20:42:00.000Z,Senate Majority Leader John Thune has endorsed a full repeal of the estate tax
2025-03-26T20:26:00.000Z,The Magnificent 7 was all red today.
2025-03-26T20:10:12.000Z,"BREAKING: GameStop, $GME, plans to offer $1.3 billion in convertible senior notes due 2030 to qualified institutional buyers, with an option for an additional $200 million.

It may use the assets ""for general corporate purposes, including the acquisition of Bitcoin."""
2025-03-26T19:59:53.000Z,"At close: 

http://unusualwhales.com/heatmaps"
2025-03-26T19:22:17.000Z,"Wyoming plans launch its own cryptocurrency as soon as July, making it the first fiat-backed and fully-reserved stable token issued by a US entity"
2025-03-28T21:23:35.000Z,"Junk bonds fell again today as Treasuries rallied, signaling rising spreads and worsening credit conditions.

A volatility event appears to be unfolding in my view."
2025-03-28T19:10:07.000Z,Looking forward to this live interview at 4 pm ET.
2025-03-28T17:56:00.000Z,"We are likely in the early stages of a major rollover in 2-year yields, in my view.
 
Druckmiller must be licking his lips looking at this chart."
2025-03-27T23:05:44.000Z,"Meanwhile:
 
The silver miners-to-S&P 500 ratio just went above a 14-year resistance. 
 
Game on."
2025-03-27T13:09:40.000Z,"This is a very important chart.
 
Leveraged loans have already broken down, and junk bonds are just starting to roll over, in my view.
 
We are starting to see clearer signs of credit deterioration.
 
My 2 cents:

A blowout in credit spreads remains one of the most"
2025-03-26T23:35:22.000Z,"""Nothing good happens below the 200-day moving average."" 

— Paul Tudor Jones"
2025-03-26T11:04:00.000Z,"Copper is hitting record levels again, just like gold.
 
While some investors argue these metals behave differently, the reality is they are strongly interconnected in the long term.
 
In my view, we are likely in a profoundly constructive macro environment for metals.
 
Silver,"
2025-03-27T13:09:40.000Z,"This is a very important chart.
 
Leveraged loans have already broken down, and junk bonds are just starting to roll over, in my view.
 
We are starting to see clearer signs of credit deterioration.
 
My 2 cents:

A blowout in credit spreads remains one of the most"
2025-03-26T23:35:22.000Z,"""Nothing good happens below the 200-day moving average."" 

— Paul Tudor Jones"
2025-03-26T11:04:00.000Z,"Copper is hitting record levels again, just like gold.
 
While some investors argue these metals behave differently, the reality is they are strongly interconnected in the long term.
 
In my view, we are likely in a profoundly constructive macro environment for metals.
 
Silver,"
2025-03-25T18:33:10.000Z,"Still waiting for a post where you’re nice to others. All I see is you complaining about Europe and saying negative things.

Must be a very a lonely guy behind the keyboard."
2025-03-25T16:35:08.000Z,"After a healthy 5% correction, silver looks ripe for another push higher in my view. 
 
Gold continues to hold well above its critical $3,000/oz level, and I believe we could experience a major catch up in silver prices."
2025-03-25T15:45:52.000Z,Latest interview with Peter.
2025-03-24T23:07:47.000Z,"Steve Miran’s message today was clear:
 
The Trump administration is focused on addressing the persistent and steep current account deficit the US has endured for decades.
 
Ultimately, I don’t see how that can be accomplished without a significant devaluation of the dollar,"
2025-03-25T15:45:52.000Z,Latest interview with Peter.
2025-03-24T23:07:47.000Z,"Steve Miran’s message today was clear:
 
The Trump administration is focused on addressing the persistent and steep current account deficit the US has endured for decades.
 
Ultimately, I don’t see how that can be accomplished without a significant devaluation of the dollar,"
2025-03-21T18:09:43.000Z,"Crescat's Live Market Call - March 21st, 2025 Commentary"
2025-03-21T16:06:17.000Z,"2-year yields appear to be rolling over again, as we tend to see throughout history.

This could mark the beginning of a major downward move in my view."
2025-03-21T14:05:31.000Z,ok
2025-03-21T14:05:02.000Z,Who said the European bonds need to rally for the euro to appreciate?
2025-03-21T14:01:42.000Z,Druckmiller spoke about this combination extensively throughout his career. Austerity with monetary loosening is extremely negative for the US dollar
2025-03-21T13:52:50.000Z,"A major fiscal policy divergence is unfolding between Europe and the US.

Europe is increasing government spending, while the US is moving toward austerity, largely influenced by declining Treasury yields.

This is likely to drive a significant increase in interest rate"
2025-03-21T13:49:02.000Z,Interest rate differential will likely become a critical force driving this
2025-03-19T17:00:47.000Z,"The US Policy Uncertainty index has risen to its second-highest level in history, yet credit spreads remain near record lows.

Credit markets, especially junk bonds, appear dangerously out of sync with the recent increase in risk.

This is an imbalance that seems unsustainable,"
2025-03-21T16:06:17.000Z,"2-year yields appear to be rolling over again, as we tend to see throughout history.

This could mark the beginning of a major downward move in my view."
2025-03-21T14:05:31.000Z,ok
2025-03-21T14:05:02.000Z,Who said the European bonds need to rally for the euro to appreciate?
2025-03-21T14:01:42.000Z,Druckmiller spoke about this combination extensively throughout his career. Austerity with monetary loosening is extremely negative for the US dollar
2025-03-21T13:52:50.000Z,"A major fiscal policy divergence is unfolding between Europe and the US.

Europe is increasing government spending, while the US is moving toward austerity, largely influenced by declining Treasury yields.

This is likely to drive a significant increase in interest rate"
2025-03-21T13:49:02.000Z,Interest rate differential will likely become a critical force driving this
2025-03-19T17:00:47.000Z,"The US Policy Uncertainty index has risen to its second-highest level in history, yet credit spreads remain near record lows.

Credit markets, especially junk bonds, appear dangerously out of sync with the recent increase in risk.

This is an imbalance that seems unsustainable,"
2025-03-18T14:00:39.000Z,"Impressive. 

Despite the S&P 500 being down year to date, gold miners are now up 33%.

Markets are undergoing a major rotation in my view, with capital flowing into hard asset-based businesses."
2025-03-17T21:06:09.000Z,"It's remarkable to see gold miners achieve their highest weekly close in over a decade, followed by another strong start this week.

I've mentioned this before, but I strongly believe we are entering a ""Golden Age of Mining.""

With metal prices now well above production costs,"
2025-03-16T21:46:26.000Z,"This chart is truly noteworthy.

It spans 45 years of history, showing that consumers now believe business confidence is worsening at record levels.

I remember Druckmiller explaining how he made much of his career by buying long 2-year Treasuries ahead of market turmoil.

With"
2025-03-18T14:00:39.000Z,"Impressive. 

Despite the S&P 500 being down year to date, gold miners are now up 33%.

Markets are undergoing a major rotation in my view, with capital flowing into hard asset-based businesses."
2025-03-17T21:06:09.000Z,"It's remarkable to see gold miners achieve their highest weekly close in over a decade, followed by another strong start this week.

I've mentioned this before, but I strongly believe we are entering a ""Golden Age of Mining.""

With metal prices now well above production costs,"
2025-03-16T21:46:26.000Z,"This chart is truly noteworthy.

It spans 45 years of history, showing that consumers now believe business confidence is worsening at record levels.

I remember Druckmiller explaining how he made much of his career by buying long 2-year Treasuries ahead of market turmoil.

With"
2025-03-16T21:43:48.000Z,Dang… no more talking heads on TV soon
2025-03-16T21:36:51.000Z,Wow 
2025-03-16T13:16:46.000Z,"The gold-to-S&P 500 ratio is now near 4-year highs.

 If history has taught us anything about markets:
 
When the yield curve inverts, gold tends to significantly outperform overall stocks — and here we are once again.
 
After creating the % of yield curve inversions measurement"
2025-03-15T14:21:58.000Z,"Cheap, unloved, and underowned.

That’s how I see emerging markets today.

Historically, these stocks have traded within an almost perfect upward channel, and they’re currently near the lower band."
2025-03-14T21:49:42.000Z,"Today’s action have not changed my view:

The potential decline of 2-year yields to significantly lower levels remains one of the most compelling macro opportunities in the market today."
2025-03-16T13:16:46.000Z,"The gold-to-S&P 500 ratio is now near 4-year highs.

 If history has taught us anything about markets:
 
When the yield curve inverts, gold tends to significantly outperform overall stocks — and here we are once again.
 
After creating the % of yield curve inversions measurement"
2025-03-15T14:21:58.000Z,"Cheap, unloved, and underowned.

That’s how I see emerging markets today.

Historically, these stocks have traded within an almost perfect upward channel, and they’re currently near the lower band."
2025-03-14T21:49:42.000Z,"Today’s action have not changed my view:

The potential decline of 2-year yields to significantly lower levels remains one of the most compelling macro opportunities in the market today."
2025-03-14T03:32:48.000Z,"While the S&P 500 is down 10% from peak levels, the Mag 7 stocks officially entered a bear market today (-20%), breaking a two-year support.
 
History shows that extreme market concentration in a handful of companies has never ended well.
 
The same applies to the current"
2025-03-13T21:03:44.000Z,"$3,000 oz"
2025-03-13T19:08:36.000Z,"Silver miners on the move.

Major breakout in the making in my view."
2025-03-14T03:32:48.000Z,"While the S&P 500 is down 10% from peak levels, the Mag 7 stocks officially entered a bear market today (-20%), breaking a two-year support.
 
History shows that extreme market concentration in a handful of companies has never ended well.
 
The same applies to the current"
2025-03-13T21:03:44.000Z,"$3,000 oz"
2025-03-13T19:08:36.000Z,"Silver miners on the move.

Major breakout in the making in my view."
2025-03-13T17:43:30.000Z,Imagine if they actually add everyone :)
2025-03-13T17:41:49.000Z,Imagine if they actually add everyone :)
2025-03-13T16:18:55.000Z,"Gold — the ultimate haven asset, backed by a multitude of macro drivers that I believe are fueling the onset of another secular cycle."
2025-03-13T02:06:19.000Z,These ones? Yes
2025-03-13T16:18:55.000Z,"Gold — the ultimate haven asset, backed by a multitude of macro drivers that I believe are fueling the onset of another secular cycle."
2025-03-13T02:06:19.000Z,These ones? Yes
2025-03-13T02:00:30.000Z,"I’m hearing markets are cheap again. 

Just a reminder."
2025-03-12T18:20:07.000Z,"It amazes me that silver is hovering near $35/oz, yet it remains incredibly cheap compared to gold.
 
After the recent crash course on gold as the ultimate safe haven, I believe investors are about to have a history lesson about the role of silver as a monetary asset.
 
Exciting"
2025-03-11T22:30:38.000Z,"The US dollar is experiencing its worst year-to-date performance in three decades.
 
While most are fixated on stocks and yields amid Trump 2.0, this development is arguably far more significant."
2025-03-11T15:59:32.000Z,"Meanwhile:
 
Junior miners continue to rally, defying the conventional belief that these stocks should decline alongside a weakening market.

We are entering a “Golden Age of Mining” in my view.

Keep in mind that the $GDXJ ETF is 70% off its 2011 highs.

Volume is coming in,"
2025-03-12T18:20:07.000Z,"It amazes me that silver is hovering near $35/oz, yet it remains incredibly cheap compared to gold.
 
After the recent crash course on gold as the ultimate safe haven, I believe investors are about to have a history lesson about the role of silver as a monetary asset.
 
Exciting"
2025-03-11T22:30:38.000Z,"The US dollar is experiencing its worst year-to-date performance in three decades.
 
While most are fixated on stocks and yields amid Trump 2.0, this development is arguably far more significant."
2025-03-11T15:59:32.000Z,"Meanwhile:
 
Junior miners continue to rally, defying the conventional belief that these stocks should decline alongside a weakening market.

We are entering a “Golden Age of Mining” in my view.

Keep in mind that the $GDXJ ETF is 70% off its 2011 highs.

Volume is coming in,"
2025-03-11T03:26:02.000Z,"We have recently noticed an important market development that likely indicates a macro regime shift.

The US dollar is no longer acting as a safe haven.

Last week recorded the largest decline in the DXY index, alongside an S&P 500 fall that hasn’t been seen in 30 years.

Yet, I"
2025-03-10T19:58:48.000Z,"Critical break. 

Nasdaq already well below its 200 dma. 

The tech and consumer discretionary sectors appear to be driving the decline, but I expect the other parts of the market to follow suit."
2025-03-10T19:46:27.000Z,Well said
2025-03-11T03:26:02.000Z,"We have recently noticed an important market development that likely indicates a macro regime shift.

The US dollar is no longer acting as a safe haven.

Last week recorded the largest decline in the DXY index, alongside an S&P 500 fall that hasn’t been seen in 30 years.

Yet, I"
2025-03-10T19:58:48.000Z,"Critical break. 

Nasdaq already well below its 200 dma. 

The tech and consumer discretionary sectors appear to be driving the decline, but I expect the other parts of the market to follow suit."
2025-03-10T19:46:27.000Z,Well said
2025-03-10T16:31:54.000Z,"The persistent weakness of the US dollar during market declines is becoming increasingly apparent. 

This pattern is reminiscent of the market dynamics observed during the COVID-induced crash, when Treasuries began to weaken amid broader market turmoil — preceding one of the"
2025-03-09T18:35:37.000Z,"Silver miners are approaching its 14-year resistance again.

If silver prices are any indication, a breakout appears imminent in my view."
2025-03-08T18:25:56.000Z,This is marked to market
2025-03-08T16:52:09.000Z,"Latest in-person interview with 
@KitcoNewsNOW"
2025-03-09T18:35:37.000Z,"Silver miners are approaching its 14-year resistance again.

If silver prices are any indication, a breakout appears imminent in my view."
2025-03-08T18:25:56.000Z,This is marked to market
2025-03-08T16:52:09.000Z,"Latest in-person interview with 
@KitcoNewsNOW"
2025-03-08T14:41:28.000Z,"Excluding the US, global gold reserves have now surged to their highest level in 49 years, whereas US reserves have plunged to a 90-year low.

The US’ lack of participation in the central bank gold accumulation trend since the Global Financial Crisis has been notable.

This is"
2025-03-07T19:31:46.000Z,Macro presentation 
2025-03-07T19:10:28.000Z,"Crescat's Live Market Call - March 7th, 2025 Commentary"
2025-03-08T14:41:28.000Z,"Excluding the US, global gold reserves have now surged to their highest level in 49 years, whereas US reserves have plunged to a 90-year low.

The US’ lack of participation in the central bank gold accumulation trend since the Global Financial Crisis has been notable.

This is"
2025-03-07T19:31:46.000Z,Macro presentation 
2025-03-07T19:10:28.000Z,"Crescat's Live Market Call - March 7th, 2025 Commentary"
2025-03-07T11:13:10.000Z,"Gold-backed Treasury bonds? 

We better get cranking then. 

The US only owns 2% of gold reserves as a percentage of government debt outstanding.

It used to be 40%."
2025-03-07T11:00:18.000Z,"How did young traders learn about gold’s importance?

Gradually then suddenly"
2025-03-07T02:43:42.000Z,"The recent downturn in tech and consumer discretionary is on the verge of becoming systemic, spreading across other sectors, in my view. 
 
Considering the significance of these sectors in the economy, I’d be very surprised if this doesn’t eventually spill over into other parts"
2025-03-07T11:13:10.000Z,"Gold-backed Treasury bonds? 

We better get cranking then. 

The US only owns 2% of gold reserves as a percentage of government debt outstanding.

It used to be 40%."
2025-03-07T11:00:18.000Z,"How did young traders learn about gold’s importance?

Gradually then suddenly"
2025-03-07T02:43:42.000Z,"The recent downturn in tech and consumer discretionary is on the verge of becoming systemic, spreading across other sectors, in my view. 
 
Considering the significance of these sectors in the economy, I’d be very surprised if this doesn’t eventually spill over into other parts"
2025-03-06T19:32:13.000Z,"It's astonishing that 2-year yields are still hovering around 4% in this environment.

The US simply cannot sustain these rates, in my view.

One way or another, whether through policy intervention or market forces, the entire yield curve must come down, especially"
2025-03-06T01:20:27.000Z,"Once again, almost unnoticed, we saw another substantial drop in the dollar.

In fact, it was the largest two-day decline in over two years.

The dollar remains one of the most overvalued in history relative to other fiat currencies, and in my view, it likely needs to be devalued"
2025-03-05T19:34:13.000Z,Have a look at the dollar instead.
2025-03-06T01:20:27.000Z,"Once again, almost unnoticed, we saw another substantial drop in the dollar.

In fact, it was the largest two-day decline in over two years.

The dollar remains one of the most overvalued in history relative to other fiat currencies, and in my view, it likely needs to be devalued"
2025-03-05T19:34:13.000Z,Have a look at the dollar instead.
2025-03-05T19:11:54.000Z,"Dollar lower, hard assets higher.

We are at a key turning point in history and a global rebalancing is now unfolding, in my view."
2025-03-05T17:16:27.000Z,
2025-03-04T16:48:28.000Z,"Today is a good reminder:

Gold miners currently have a superior free cash flow yield compared to tech stocks. 

This is the first time since 2001 that mining stocks have appeared this attractive. 

That period marked the beginning of one of the industry’s strongest decades."
2025-03-04T16:12:12.000Z,"“Our main focus is to bring the entire interest rate curve lower” — Bessent

This is one way to do it."
2025-03-04T16:48:28.000Z,"Today is a good reminder:

Gold miners currently have a superior free cash flow yield compared to tech stocks. 

This is the first time since 2001 that mining stocks have appeared this attractive. 

That period marked the beginning of one of the industry’s strongest decades."
2025-03-04T16:12:12.000Z,"“Our main focus is to bring the entire interest rate curve lower” — Bessent

This is one way to do it."
2025-03-03T21:49:53.000Z,Silver.
2025-03-03T15:26:10.000Z,Our latest research piece:
2025-03-03T15:06:23.000Z,"This is arguably one of the most important charts that I have seen recently. 

The US dollar is currently at one of its most overvalued levels relative to other fiat currencies in over 120 years of data. 

Comparable extremes in 1933 and 1985 were ephemeral and preceded"
2025-03-02T17:52:57.000Z,Latest research piece:
2025-03-03T21:49:53.000Z,Silver.
2025-03-03T15:26:10.000Z,Our latest research piece:
2025-03-03T15:06:23.000Z,"This is arguably one of the most important charts that I have seen recently. 

The US dollar is currently at one of its most overvalued levels relative to other fiat currencies in over 120 years of data. 

Comparable extremes in 1933 and 1985 were ephemeral and preceded"
2025-03-02T17:52:57.000Z,Latest research piece:
2025-03-02T17:51:27.000Z,"We are on the brink of a global rebalancing in my view. 

Historically, when the dollar enters a structural downtrend, hard assets tend to significantly outperform US equities.

What is the usual outcome of austerity combined with lower rates?  

A weaker dollar.

While fiscal"
2025-03-02T06:25:48.000Z,"Thank you, my friend!"
2025-03-01T21:58:34.000Z,Our latest research piece is out:
2025-03-01T21:57:05.000Z,"The full faith and credit of… Gold

US Treasury gold reserves currently account for a mere 2% of total outstanding government debt — one of the lowest levels in history. 

This figure already reflects the mark-to-market adjustment at today’s gold prices.

The current situation"
2025-03-02T06:25:48.000Z,"Thank you, my friend!"
2025-03-01T21:58:34.000Z,Our latest research piece is out:
2025-03-01T21:57:05.000Z,"The full faith and credit of… Gold

US Treasury gold reserves currently account for a mere 2% of total outstanding government debt — one of the lowest levels in history. 

This figure already reflects the mark-to-market adjustment at today’s gold prices.

The current situation"
2025-02-28T22:37:15.000Z,"Very impressive comeback in mining stocks today.
 
We are likely entering the ""Golden Age of Mining"".
 
Cash flow estimate for 2026 is now approaching historic highs. 
 
This metric that has historically maintained a strong correlation with equity performance in the mining"
2025-02-28T01:51:58.000Z,"Today was a good reminder of the following:
 
US equities now have the highest CAPE ratio globally.
 
More importantly:
 
The tech sector alone is at a staggering ~60x CAPE."
2025-02-27T16:39:07.000Z,"See below my recent macro views 

Always a pleasure speaking with you, Adam. 
@menlobear
 

https://youtube.com/watch?v=6I6tEQoB3GM…"
2025-02-28T01:51:58.000Z,"Today was a good reminder of the following:
 
US equities now have the highest CAPE ratio globally.
 
More importantly:
 
The tech sector alone is at a staggering ~60x CAPE."
2025-02-27T16:39:07.000Z,"See below my recent macro views 

Always a pleasure speaking with you, Adam. 
@menlobear
 

https://youtube.com/watch?v=6I6tEQoB3GM…"
2025-02-27T00:34:53.000Z,Almost exactly the same. These are 10-year rolling performance figures
2025-02-26T21:47:44.000Z,"Esta análise parece ser retroativa, especialmente considerando sua conclusão, que não está alinhada com períodos como o início dos anos 2000, quando houve um período significativo para investir em imóveis no Brasil. 

Sem mencionar que é fácil ser pessimista sobre algo depois que"
2025-02-26T16:56:32.000Z,"It's no accident that global equities are outperforming US stocks as the US dollar and yields decline.

Historically, these shifts have shown an exceptionally strong correlation, especially over the long term.

We are experiencing a significant global rebalancing, and in my"
2025-02-26T02:35:51.000Z,"Maybe it's just coincidence, but this chart seems too significant to ignore.
 
The consumer discretionary-to-staples ratio just formed a near-perfect double top, revisiting late-2021 levels.
 
In my view, this is likely the beginning of a downward trend, not the end of one."
2025-02-26T16:56:32.000Z,"It's no accident that global equities are outperforming US stocks as the US dollar and yields decline.

Historically, these shifts have shown an exceptionally strong correlation, especially over the long term.

We are experiencing a significant global rebalancing, and in my"
2025-02-26T02:35:51.000Z,"Maybe it's just coincidence, but this chart seems too significant to ignore.
 
The consumer discretionary-to-staples ratio just formed a near-perfect double top, revisiting late-2021 levels.
 
In my view, this is likely the beginning of a downward trend, not the end of one."
2025-02-25T18:36:38.000Z,“We are now at oversold levels”
2025-02-25T02:01:24.000Z,I couldn’t agree more.
2025-02-24T22:48:24.000Z,I'm still in love 
2025-02-24T22:37:35.000Z,"$100B a year, which is 10 times its current capex, for a company sitting on $40B in net cash and using all its free cash flow for buybacks. 

They haven’t launched an innovative product in over a decade... just curious how this math adds up..."
2025-02-24T22:31:58.000Z,Nice
2025-02-24T21:58:25.000Z,That’s a lot of confidence for something that feels like a 15-minute take.
2025-02-24T21:55:51.000Z,"Today, we saw a significant reversal in gold stocks amid deteriorating equity markets.

I am closely monitoring these short-term bullish signals, as I believe we are on the verge of seeing the derivatives of gold prices start to perform strongly.

Mining equities continue to"
2025-02-25T02:01:24.000Z,I couldn’t agree more.
2025-02-24T22:48:24.000Z,I'm still in love 
2025-02-24T22:37:35.000Z,"$100B a year, which is 10 times its current capex, for a company sitting on $40B in net cash and using all its free cash flow for buybacks. 

They haven’t launched an innovative product in over a decade... just curious how this math adds up..."
2025-02-24T22:31:58.000Z,Nice
2025-02-24T21:58:25.000Z,That’s a lot of confidence for something that feels like a 15-minute take.
2025-02-24T21:55:51.000Z,"Today, we saw a significant reversal in gold stocks amid deteriorating equity markets.

I am closely monitoring these short-term bullish signals, as I believe we are on the verge of seeing the derivatives of gold prices start to perform strongly.

Mining equities continue to"
2025-02-23T22:12:03.000Z,"Junk bond spreads have stayed below 3% for 100 straight days.

The last time this happened was in May 2007, and within two months, volatility spiked, marking the end of an era of investor complacency.

As I’ve always said:

Tight credit spreads are like tinder — just waiting to"
2025-02-22T18:14:31.000Z,"This week marked another pivotal moment for the US dollar, which appears to be entering a critical phase of depreciation, revisiting levels not seen in over two years.

To put it simply:

Both the dollar and real yields need to be restrained; they can't rise together, or the"
2025-02-21T21:34:49.000Z,"Markets are showing clear signs of stagflation emerging in the economy.

Real yields have been declining, but the key development is the divergence between inflation expectations and falling nominal yields shown in the chart below.

Other indicators point in the same direction."
2025-02-23T22:12:03.000Z,"Junk bond spreads have stayed below 3% for 100 straight days.

The last time this happened was in May 2007, and within two months, volatility spiked, marking the end of an era of investor complacency.

As I’ve always said:

Tight credit spreads are like tinder — just waiting to"
2025-02-22T18:14:31.000Z,"This week marked another pivotal moment for the US dollar, which appears to be entering a critical phase of depreciation, revisiting levels not seen in over two years.

To put it simply:

Both the dollar and real yields need to be restrained; they can't rise together, or the"
2025-02-21T21:34:49.000Z,"Markets are showing clear signs of stagflation emerging in the economy.

Real yields have been declining, but the key development is the divergence between inflation expectations and falling nominal yields shown in the chart below.

Other indicators point in the same direction."
2025-02-21T19:22:26.000Z,My macro presentation starts now 
2025-02-21T19:06:19.000Z,"Crescat's Live Market Call - February 21st, 2025 Commentary"
2025-02-21T02:52:31.000Z,Probably nothing
2025-02-21T00:44:00.000Z,"Silver made another notable move today, steadily rising under the radar. 
 
The derivatives of gold are now playing catch-up to the metal. 
 
It’s worth noting that the gold-to-silver ratio remains near 90—one of the highest levels in history—creating a compelling asymmetry."
2025-02-21T19:06:19.000Z,"Crescat's Live Market Call - February 21st, 2025 Commentary"
2025-02-21T02:52:31.000Z,Probably nothing
2025-02-21T00:44:00.000Z,"Silver made another notable move today, steadily rising under the radar. 
 
The derivatives of gold are now playing catch-up to the metal. 
 
It’s worth noting that the gold-to-silver ratio remains near 90—one of the highest levels in history—creating a compelling asymmetry."
2025-02-20T02:35:57.000Z,"If true, this would be highly inflationary. 

Wasteful spending would be reallocated to lower-income consumers, who are more inclined to spend rather than save, fueling a surge in demand for goods and services."
2025-02-19T20:56:18.000Z,"Natural gas prices are soaring, much like they did at the onset of the Russia-Ukraine war in 2022.

Inflation is undeniably on the rise.

Gold took the lead, and other commodities are now catching up."
2025-02-19T15:50:45.000Z,but.... but.... but...
2025-02-19T15:49:39.000Z,"Prices always come back to fundamentals.

Mining costs have stayed relatively unchanged compared to the recent surge in metal prices.

This is one of the best times to be producing gold that I’ve ever seen."
2025-02-20T02:35:57.000Z,"If true, this would be highly inflationary. 

Wasteful spending would be reallocated to lower-income consumers, who are more inclined to spend rather than save, fueling a surge in demand for goods and services."
2025-02-19T20:56:18.000Z,"Natural gas prices are soaring, much like they did at the onset of the Russia-Ukraine war in 2022.

Inflation is undeniably on the rise.

Gold took the lead, and other commodities are now catching up."
2025-02-19T15:50:45.000Z,but.... but.... but...
2025-02-19T15:49:39.000Z,"Prices always come back to fundamentals.

Mining costs have stayed relatively unchanged compared to the recent surge in metal prices.

This is one of the best times to be producing gold that I’ve ever seen."
2025-02-19T13:51:33.000Z,"Fartcoin has tanked nearly 90% from its peak.
 
Early signs of sanity returning."
2025-02-18T23:01:12.000Z,"Remember that daily reversal in silver prices on Friday?

Yep.... me neither."
2025-02-18T19:34:09.000Z,"Gold prices have surged far beyond production costs over the past few years, creating some of the strongest margins mining companies have seen.
 
Keep in mind:
 
The gold-to-oil ratio — especially crucial for open-pit mines — is now at its second-highest level in history, further"
2025-02-18T23:01:12.000Z,"Remember that daily reversal in silver prices on Friday?

Yep.... me neither."
2025-02-18T19:34:09.000Z,"Gold prices have surged far beyond production costs over the past few years, creating some of the strongest margins mining companies have seen.
 
Keep in mind:
 
The gold-to-oil ratio — especially crucial for open-pit mines — is now at its second-highest level in history, further"
2025-02-18T15:22:15.000Z,"Miners have never been more compelling, in my view."
2025-02-18T01:30:34.000Z,Things are about to get very interesting….
2025-02-16T16:54:32.000Z,"Emerging markets have a deep and often underestimated connection to the metal in my view.

Historically, prolonged bull markets in gold have contributed to broader increases in natural resource prices, strengthening economies with substantial exposure to commodity markets."
2025-02-15T02:11:24.000Z,"I’ve followed silver for a long time, and today’s price action caught my attention.
 
From my experience, silver often behaves in unexpected ways right before a major move.

If you ask me:
 
We are likely on the verge of a significant move back to its all-time highs.
 
This is"
2025-02-18T01:30:34.000Z,Things are about to get very interesting….
2025-02-16T16:54:32.000Z,"Emerging markets have a deep and often underestimated connection to the metal in my view.

Historically, prolonged bull markets in gold have contributed to broader increases in natural resource prices, strengthening economies with substantial exposure to commodity markets."
2025-02-15T02:11:24.000Z,"I’ve followed silver for a long time, and today’s price action caught my attention.
 
From my experience, silver often behaves in unexpected ways right before a major move.

If you ask me:
 
We are likely on the verge of a significant move back to its all-time highs.
 
This is"
2025-02-14T21:08:05.000Z,"Ouch.

Another sharp drop for the dollar today.

The DXY index is now retesting its 2023 levels.

This is a significant breakdown, in my view, especially with most investors still heavily long the US dollar.

I see more downside pressure likely ahead for the USD."
2025-02-14T19:14:23.000Z,My macro presentation starts now 
2025-02-14T19:11:11.000Z,"Crescat's Live Market Call - February 14th, 2025 Commentary"
2025-02-14T21:08:05.000Z,"Ouch.

Another sharp drop for the dollar today.

The DXY index is now retesting its 2023 levels.

This is a significant breakdown, in my view, especially with most investors still heavily long the US dollar.

I see more downside pressure likely ahead for the USD."
2025-02-14T19:14:23.000Z,My macro presentation starts now 
2025-02-14T19:11:11.000Z,"Crescat's Live Market Call - February 14th, 2025 Commentary"
2025-02-14T05:11:42.000Z,"Gold at $3,000/oz appears imminent, in my view. 

This is one of the most bullish environments for metals that I have seen in my career."
2025-02-13T21:18:17.000Z,the 10-yr rolling change of any asset offers a clearer perspective on long-term trends.... smoothing out short-term fluctuations and highlighting structural shifts over time.
2025-02-13T21:02:46.000Z,"Mate, it is the DXY"
2025-02-13T20:57:40.000Z,"ok, not the lowest since, but same level as mid November. Completely against the notion that we had a strong dollar recently. More to fall in my view."
2025-02-13T20:40:51.000Z,"No one’s talking about this, but the dollar just hit its lowest level since mid-November.

Ironically, maintaining the dollar’s role as a reserve currency almost depends on weakening it.

As Bessent put it best:

Keeping the USD as the world’s reserve currency and devaluing it"
2025-02-13T21:02:46.000Z,"Mate, it is the DXY"
