CIK,Account,Value,Alerts
1652044,DeferredFederalStateAndLocalTaxExpenseBenefit,-5350000000,invalid_negative ($-5350.0M)
1652044,DeferredIncomeTaxAssetsNet,17180000000,high_value ($17.2B > $4.9B)
1652044,DeferredIncomeTaxExpenseBenefit,-5256000000,invalid_negative ($-5256.0M)
1652044,DeferredIncomeTaxesAndTaxCredits,-5257000000,invalid_negative ($-5257.0M)
1652044,DeferredIncomeTaxLiabilities,16904000000,high_value ($16.9B > $4.9B)
1652044,DeferredTaxAssetsGross,44857000000,high_value ($44.9B > $4.9B)
1652044,DeferredTaxAssetsLiabilitiesNet,16460000000,high_value ($16.5B > $4.9B)
1652044,DeferredTaxAssetsNet,33364000000,high_value ($33.4B > $4.9B)
1652044,DeferredTaxAssetsTaxCreditCarryforwardsOther,6384000000,high_value ($6.4B > $4.9B)
1652044,DeferredTaxAssetsValuationAllowance,11493000000,high_value ($11.5B > $4.9B)
1652044,DeferredTaxLiabilitiesPropertyPlantAndEquipment,9932000000,high_value ($9.9B > $4.9B)
1652044,DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,-297000000,invalid_negative ($-297.0M)
1652044,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,-612000000,invalid_negative ($-612.0M)
1652044,EmployeeRelatedLiabilitiesCurrent,15069000000,high_value ($15.1B > $4.9B)
1652044,EquitySecuritiesFvNi,5079000000,high_value ($5.1B > $4.9B)
1652044,EquitySecuritiesFvNiAndWithoutReadilyDeterminableFairValue,40610000000,high_value ($40.6B > $4.9B)
1652044,EquitySecuritiesWithoutReadilyDeterminableFairValueAmount,35531000000,high_value ($35.5B > $4.9B)
1652044,EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentCumulativeAmount,8400000000,high_value ($8.4B > $4.9B)
1652044,EquitySecuritiesWithoutReadilyDeterminableFairValueUpwardPriceAdjustmentCumulativeAmount,22700000000,high_value ($22.7B > $4.9B)
1652044,ForeignCurrencyTransactionGainLossBeforeTax,-409000000,invalid_negative ($-409.0M)
1652044,GeneralAndAdministrativeExpense,14188000000,high_value ($14.2B > $4.9B)
1652044,Goodwill,31885000000,high_value ($31.9B > $4.9B)
1652044,GoodwillTranslationAndPurchaseAccountingAdjustments,-49000000,invalid_negative ($-49.0M)
1652044,IncomeLossFromContinuingOperations,19478000000,high_value ($19.5B > $4.9B)
1652044,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,108076000000,high_value ($108.1B > $4.9B)
1652044,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,119815000000,high_value ($119.8B > $4.9B)
1652044,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,11739000000,high_value ($11.7B > $4.9B)
1652044,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,21985000000,high_value ($22.0B > $4.9B)
1652044,IncomeLossFromEquityMethodInvestments,-156000000,invalid_negative ($-156.0M)
1652044,IncomeTaxExpenseBenefit,19697000000,high_value ($19.7B > $4.9B)
1652044,IncomeTaxesPaidNet,27400000000,high_value ($27.4B > $4.9B)
1652044,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,-65000000,invalid_negative ($-65.0M)
1652044,IncomeTaxReconciliationForeignIncomeTaxRateDifferential,-2624000000,invalid_negative ($-2624.0M)
1652044,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,6878000000,high_value ($6.9B > $4.9B)
1652044,IncomeTaxReconciliationOtherAdjustments,-188000000,invalid_negative ($-188.0M)
1652044,IncomeTaxReconciliationStateAndLocalIncomeTaxes,-291000000,invalid_negative ($-291.0M)
1652044,IncreaseDecreaseInAccountsReceivable,5891000000,high_value ($5.9B > $4.9B)
1652044,IncreaseDecreaseInAccruedLiabilities,-1161000000,invalid_negative ($-1161.0M)
1652044,IncreaseDecreaseInIncomeTaxes,-2418000000,invalid_negative ($-2418.0M)
1652044,LeaseCost,5173000000,high_value ($5.2B > $4.9B)
1652044,LesseeOperatingLeaseLiabilityPaymentsDue,17038000000,high_value ($17.0B > $4.9B)
1652044,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,5455000000,high_value ($5.5B > $4.9B)
1652044,Liabilities,125172000000,high_value ($125.2B > $4.9B)
1652044,LiabilitiesAndStockholdersEquity,450256000000,high_value ($450.3B > $4.9B)
1652044,LiabilitiesCurrent,89122000000,high_value ($89.1B > $4.9B)
1652044,LiabilityForUncertainTaxPositionsNoncurrent,12812000000,high_value ($12.8B > $4.9B)
1652044,LongTermDebt,12000000000,high_value ($12.0B > $4.9B)
1652044,LongTermDebtAndCapitalLeaseObligations,10883000000,high_value ($10.9B > $4.9B)
1652044,LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities,14785000000,high_value ($14.8B > $4.9B)
1652044,LongTermDebtFairValue,9000000000,high_value ($9.0B > $4.9B)
1652044,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,8000000000,high_value ($8.0B > $4.9B)
1652044,LongTermDebtNoncurrent,10883000000,high_value ($10.9B > $4.9B)
1652044,LossContingencyAccrualCarryingValueCurrent,6322000000,high_value ($6.3B > $4.9B)
1652044,MarketableSecurities,5856000000,high_value ($5.9B > $4.9B)
1652044,MarketableSecuritiesCurrent,72191000000,high_value ($72.2B > $4.9B)
1652044,MarketingAndAdvertisingExpense,8700000000,high_value ($8.7B > $4.9B)
1652044,NetCashProvidedByUsedInFinancingActivities,-79733000000,invalid_negative ($-79733.0M)
1652044,NetCashProvidedByUsedInInvestingActivities,-45536000000,invalid_negative ($-45536.0M)
1652044,NetCashProvidedByUsedInOperatingActivities,125299000000,high_value ($125.3B > $4.9B)
1652044,NetIncomeLoss,100118000000,high_value ($100.1B > $4.9B)
1652044,NetIncomeLossAvailableToCommonStockholdersBasic,100118000000,high_value ($100.1B > $4.9B)
1652044,NoncurrentAssets,184624000000,high_value ($184.6B > $4.9B)
1652044,NonoperatingIncomeExpense,7425000000,high_value ($7.4B > $4.9B)
1652044,OciBeforeReclassificationsNetOfTaxAttributableToParent,-1091000000,invalid_negative ($-1091.0M)
1652044,OperatingIncomeLoss,112390000000,high_value ($112.4B > $4.9B)
1652044,OperatingLeaseLiability,14578000000,high_value ($14.6B > $4.9B)
1652044,OperatingLeaseLiabilityNoncurrent,11691000000,high_value ($11.7B > $4.9B)
1652044,OperatingLeaseRightOfUseAsset,13588000000,high_value ($13.6B > $4.9B)
1652044,OperatingLeasesFutureMinimumPaymentsDue,10102000000,high_value ($10.1B > $4.9B)
1652044,OtherAccruedLiabilitiesCurrent,27706000000,high_value ($27.7B > $4.9B)
1652044,OtherAssetsCurrent,15714000000,high_value ($15.7B > $4.9B)
1652044,OtherAssetsNoncurrent,14874000000,high_value ($14.9B > $4.9B)
1652044,OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,-774000000,invalid_negative ($-774.0M)
1652044,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,-68000000,invalid_negative ($-68.0M)
1652044,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-1673000000,invalid_negative ($-1673.0M)
1652044,OtherComprehensiveIncomeLossNetOfTax,-437000000,invalid_negative ($-437.0M)
1652044,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-398000000,invalid_negative ($-398.0M)
1652044,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,-782000000,invalid_negative ($-782.0M)
1652044,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,-194000000,invalid_negative ($-194.0M)
1652044,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-262000000,invalid_negative ($-262.0M)
1652044,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-116000000,invalid_negative ($-116.0M)
1652044,OtherLongTermInvestments,37982000000,high_value ($38.0B > $4.9B)
1652044,OtherNoncashIncomeExpense,-3419000000,invalid_negative ($-3419.0M)
1652044,PaymentsForRepurchaseOfCommonStock,62222000000,high_value ($62.2B > $4.9B)
1652044,PaymentsOfDividends,7363000000,high_value ($7.4B > $4.9B)
1652044,PaymentsToAcquireMarketableSecurities,86679000000,high_value ($86.7B > $4.9B)
1652044,PaymentsToAcquireOtherInvestments,5034000000,high_value ($5.0B > $4.9B)
1652044,PaymentsToAcquirePropertyPlantAndEquipment,52535000000,high_value ($52.5B > $4.9B)
1652044,ProceedsFromDebtNetOfIssuanceCosts,13589000000,high_value ($13.6B > $4.9B)
1652044,ProceedsFromSaleAndMaturityOfMarketableSecurities,103428000000,high_value ($103.4B > $4.9B)
1652044,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization,76870000000,high_value ($76.9B > $4.9B)
1652044,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,161270000000,high_value ($161.3B > $4.9B)
1652044,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization,238140000000,high_value ($238.1B > $4.9B)
1652044,PropertyPlantAndEquipmentGross,199829000000,high_value ($199.8B > $4.9B)
1652044,PropertyPlantAndEquipmentNet,171036000000,high_value ($171.0B > $4.9B)
1652044,PurchaseObligation,8800000000,high_value ($8.8B > $4.9B)
1652044,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,-233000000,invalid_negative ($-233.0M)
1652044,ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent,-616000000,invalid_negative ($-616.0M)
1652044,RepaymentsOfDebtAndCapitalLeaseObligations,12701000000,high_value ($12.7B > $4.9B)
1652044,ResearchAndDevelopmentExpense,49326000000,high_value ($49.3B > $4.9B)
1652044,RetainedEarningsAccumulatedDeficit,245084000000,high_value ($245.1B > $4.9B)
1652044,RevenueFromContractWithCustomerExcludingAssessedTax,350018000000,high_value ($350.0B > $4.9B)
1652044,RevenueRemainingPerformanceObligation,93200000000,high_value ($93.2B > $4.9B)
1652044,Revenues,257637000000,high_value ($257.6B > $4.9B)
1652044,SecuritiesOwnedNotReadilyMarketable,7300000000,high_value ($7.3B > $4.9B)
1652044,SellingAndMarketingExpense,27808000000,high_value ($27.8B > $4.9B)
1652044,ShareBasedCompensation,22785000000,high_value ($22.8B > $4.9B)
1652044,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,33300000000,high_value ($33.3B > $4.9B)
1652044,StockholdersEquity,325084000000,high_value ($325.1B > $4.9B)
1652044,StockRepurchasedAndRetiredDuringPeriodValue,62047000000,high_value ($62.0B > $4.9B)
1652044,TaxCreditCarryforwardAmount,5000000000,high_value ($5.0B > $4.9B)
1652044,TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateDeferredTaxAssetProvisionalIncomeTaxExpense,-376000000,invalid_negative ($-376.0M)
1652044,TaxCutsAndJobsActOf2017IncompleteAccountingProvisionalIncomeTaxExpenseBenefit,10200000000,high_value ($10.2B > $4.9B)
1652044,UndistributedEarningsOfForeignSubsidiaries,60700000000,high_value ($60.7B > $4.9B)
1652044,UnrecognizedTaxBenefits,12619000000,high_value ($12.6B > $4.9B)
1652044,UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,10000000000,high_value ($10.0B > $4.9B)
1652044,VariableInterestEntityConsolidatedAssetsPledged,5200000000,high_value ($5.2B > $4.9B)
1652044,VariableInterestEntityEntityMaximumLossExposureAmount,6900000000,high_value ($6.9B > $4.9B)
1652044,Cash,12407000000,high_value ($12.4B > $5.0B)
1652044,DebtSecuritiesAvailableForSaleGainLoss,-1043000000,invalid_negative ($-1043.0M)
1652044,DeferredTaxAssetsInProcessResearchAndDevelopment,25903000000,high_value ($25.9B > $4.9B)
1652044,Depreciation,15311000000,high_value ($15.3B > $4.9B)
1652044,DistributedEarnings,7363000000,high_value ($7.4B > $4.9B)
1652044,NetIncomeLossAvailableToCommonStockholdersDiluted,100118000000,high_value ($100.1B > $4.9B)
1652044,UndistributedEarningsLossAvailableToCommonShareholdersBasic,92755000000,high_value ($92.8B > $4.9B)
1652044,AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,7536000000,high_value ($7.5B > $4.9B)
1652044,ConstructionInProgressGross,50597000000,high_value ($50.6B > $4.9B)
1652044,EntityPublicFloat,2000000000000,high_value ($2000.0B > $4.9B)
1018724,AccountsPayableCurrent,94363000000,high_value ($94.4B > $4.9B)
1018724,AccountsReceivableNetCurrent,55451000000,high_value ($55.5B > $4.9B)
1018724,AccruedLiabilitiesCurrent,66965000000,high_value ($67.0B > $4.9B)
1018724,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,46975000000,high_value ($47.0B > $4.9B)
1018724,AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,-326000000,invalid_negative ($-326.0M)
1018724,AccumulatedOtherComprehensiveIncomeLossNetOfTax,-34000000,invalid_negative ($-34.0M)
1018724,AdditionalPaidInCapital,120864000000,high_value ($120.9B > $4.9B)
1018724,AdvertisingExpense,21400000000,high_value ($21.4B > $4.9B)
1018724,AllocatedShareBasedCompensationExpense,22011000000,high_value ($22.0B > $4.9B)
1018724,Assets,624894000000,high_value ($624.9B > $4.9B)
1018724,AssetsCurrent,190867000000,high_value ($190.9B > $4.9B)
1018724,AvailableForSaleDebtSecuritiesAmortizedCostBasis,19567000000,high_value ($19.6B > $4.9B)
1018724,AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,5023000000,high_value ($5.0B > $4.9B)
1018724,AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,4969000000,high_value ($5.0B > $4.9B)
1018724,AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,84362000000,high_value ($84.4B > $4.9B)
1018724,AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,84477000000,high_value ($84.5B > $4.9B)
1018724,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,78065000000,high_value ($78.1B > $4.9B)
1018724,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,78046000000,high_value ($78.0B > $4.9B)
1018724,AvailableForSaleSecuritiesDebtSecurities,19516000000,high_value ($19.5B > $4.9B)
1018724,BusinessAcquisitionsProFormaRevenue,127441000000,high_value ($127.4B > $4.9B)
1018724,BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,-112000000,invalid_negative ($-112.0M)
1018724,CapitalLeasedAssetsGross,36100000000,high_value ($36.1B > $4.9B)
1018724,CapitalLeaseObligations,9406000000,high_value ($9.4B > $4.9B)
1018724,CapitalLeaseObligationsCurrent,7720000000,high_value ($7.7B > $4.9B)
1018724,CapitalLeaseObligationsIncurred,10615000000,high_value ($10.6B > $4.9B)
1018724,CapitalLeaseObligationsNoncurrent,9650000000,high_value ($9.7B > $4.9B)
1018724,CapitalLeasesFutureMinimumPaymentsDue,17952000000,high_value ($18.0B > $4.9B)
1018724,CapitalLeasesFutureMinimumPaymentsDueCurrent,9878000000,high_value ($9.9B > $4.9B)
1018724,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,7655000000,high_value ($7.7B > $4.9B)
1018724,CapitalLeasesFutureMinimumPaymentsDueThereafter,4961000000,high_value ($5.0B > $4.9B)
1018724,CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1,17952000000,high_value ($18.0B > $4.9B)
1018724,CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,17370000000,high_value ($17.4B > $4.9B)
1018724,CapitalLeasesIncomeStatementAmortizationExpense,7300000000,high_value ($7.3B > $4.9B)
1018724,CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,19800000000,high_value ($19.8B > $4.9B)
1018724,CashAndCashEquivalentsAtCarryingValue,78779000000,high_value ($78.8B > $4.9B)
1018724,CashCashEquivalentsAndShortTermInvestments,21531000000,high_value ($21.5B > $4.9B)
1018724,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,82312000000,high_value ($82.3B > $4.9B)
1018724,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,8422000000,high_value ($8.4B > $4.9B)
1018724,CommitmentsFairValueDisclosure,45939000000,high_value ($45.9B > $4.9B)
1018724,ComprehensiveIncomeNetOfTax,62254000000,high_value ($62.3B > $4.9B)
1018724,ContractualObligation,333001000000,high_value ($333.0B > $4.9B)
1018724,ContractualObligationDueAfterFifthYear,186195000000,high_value ($186.2B > $4.9B)
1018724,ContractualObligationDueInFifthYear,23619000000,high_value ($23.6B > $4.9B)
1018724,ContractualObligationDueInFourthYear,23991000000,high_value ($24.0B > $4.9B)
1018724,ContractualObligationDueInNextTwelveMonths,34832000000,high_value ($34.8B > $4.9B)
1018724,ContractualObligationDueInSecondYear,30593000000,high_value ($30.6B > $4.9B)
1018724,ContractualObligationDueInThirdYear,33771000000,high_value ($33.8B > $4.9B)
1018724,ContractualObligationFutureMinimumPaymentsDueRemainderOfFiscalYear,12282000000,high_value ($12.3B > $4.9B)
1018724,ContractWithCustomerLiability,24600000000,high_value ($24.6B > $4.9B)
1018724,ContractWithCustomerLiabilityCurrent,18103000000,high_value ($18.1B > $4.9B)
1018724,ContractWithCustomerLiabilityNoncurrent,6500000000,high_value ($6.5B > $4.9B)
1018724,ContractWithCustomerLiabilityRevenueRecognized,14200000000,high_value ($14.2B > $4.9B)
1018724,CostOfGoodsAndServicesSold,326288000000,high_value ($326.3B > $4.9B)
1018724,CostsAndExpenses,569366000000,high_value ($569.4B > $4.9B)
1018724,CumulativeEffectOfInitialAdoptionOfNewAccountingPrinciple,-12000000,invalid_negative ($-12.0M)
1018724,CurrentFederalTaxExpenseBenefit,-129000000,invalid_negative ($-129.0M)
1018724,DebtInstrumentCarryingAmount,52623000000,high_value ($52.6B > $4.9B)
1018724,DeferredForeignIncomeTaxExpenseBenefit,-129000000,invalid_negative ($-129.0M)
1018724,DeferredIncomeTaxExpenseBenefit,-4648000000,invalid_negative ($-4648.0M)
1018724,DeferredRevenue,6100000000,high_value ($6.1B > $4.9B)
1018724,DeferredRevenueCurrent,6004000000,high_value ($6.0B > $4.9B)
1018724,DeferredTaxAssetsGross,59938000000,high_value ($59.9B > $4.9B)
1018724,DeferredTaxAssetsLiabilitiesNet,15965000000,high_value ($16.0B > $4.9B)
1018724,DeferredTaxAssetsNet,55045000000,high_value ($55.0B > $4.9B)
1018724,DeferredTaxAssetsValuationAllowance,4893000000,high_value ($4.9B > $4.9B)
1018724,DeferredTaxLiabilitiesPropertyPlantAndEquipment,16240000000,high_value ($16.2B > $4.9B)
1018724,Depreciation,32067000000,high_value ($32.1B > $4.9B)
1018724,DepreciationDepletionAndAmortization,52795000000,high_value ($52.8B > $4.9B)
1018724,EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsAmount,-301000000,invalid_negative ($-301.0M)
1018724,EffectOfExchangeRateOnCashAndCashEquivalents,-364000000,invalid_negative ($-364.0M)
1018724,EmployeeRelatedLiabilitiesCurrentAndNoncurrent,7600000000,high_value ($7.6B > $4.9B)
1018724,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,16200000000,high_value ($16.2B > $4.9B)
1018724,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,5000000000,high_value ($5.0B > $4.9B)
1018724,EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,-73000000,invalid_negative ($-73.0M)
1018724,EquitySecuritiesFvNiGainLoss,-145000000,invalid_negative ($-145.0M)
1018724,EquitySecuritiesFvNiUnrealizedGainLoss,-1300000000,invalid_negative ($-1300.0M)
1018724,FinanceLeaseLiability,10602000000,high_value ($10.6B > $4.9B)
1018724,FinanceLeaseLiabilityNoncurrent,9227000000,high_value ($9.2B > $4.9B)
1018724,FinanceLeaseLiabilityPaymentsDue,12520000000,high_value ($12.5B > $4.9B)
1018724,FinanceLeaseLiabilityPaymentsDueAfterYearFive,6081000000,high_value ($6.1B > $4.9B)
1018724,FinanceLeaseRightOfUseAsset,69300000000,high_value ($69.3B > $4.9B)
1018724,FinanceLeaseRightOfUseAssetAccumulatedAmortization,41800000000,high_value ($41.8B > $4.9B)
1018724,FinanceLeaseRightOfUseAssetBeforeAccumulatedAmortization,56500000000,high_value ($56.5B > $4.9B)
1018724,FiniteLivedIntangibleAssetsGross,10406000000,high_value ($10.4B > $4.9B)
1018724,FiniteLivedIntangibleAssetsNet,7439000000,high_value ($7.4B > $4.9B)
1018724,ForeignCurrencyTransactionGainLossBeforeTax,-408000000,invalid_negative ($-408.0M)
1018724,GainLossOnSaleOfInvestments,-1000000,invalid_negative ($-1.0M)
1018724,GeneralAndAdministrativeExpense,11359000000,high_value ($11.4B > $4.9B)
1018724,Goodwill,23074000000,high_value ($23.1B > $4.9B)
1018724,GoodwillOtherChanges,-42000000,invalid_negative ($-42.0M)
1018724,GoodwillOtherIncreaseDecrease,-35000000,invalid_negative ($-35.0M)
1018724,GoodwillTranslationAndPurchaseAccountingAdjustments,-35000000,invalid_negative ($-35.0M)
1018724,GrossProfit,5531000000,high_value ($5.5B > $4.9B)
1018724,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,61947000000,high_value ($61.9B > $4.9B)
1018724,IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,6667000000,high_value ($6.7B > $4.9B)
1018724,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,68614000000,high_value ($68.6B > $4.9B)
1018724,IncomeLossFromEquityMethodInvestments,-101000000,invalid_negative ($-101.0M)
1018724,IncomeTaxExpenseBenefit,9265000000,high_value ($9.3B > $4.9B)
1018724,IncomeTaxesPaidNet,12308000000,high_value ($12.3B > $4.9B)
1018724,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,14409000000,high_value ($14.4B > $4.9B)
1018724,IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,-1688000000,invalid_negative ($-1688.0M)
1018724,IncreaseDecreaseInAccruedLiabilities,-77000000,invalid_negative ($-77.0M)
1018724,IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-2904000000,invalid_negative ($-2904.0M)
1018724,IncreaseDecreaseInDeferredRevenue,-283000000,invalid_negative ($-283.0M)
1018724,IntangibleAssetsGrossExcludingGoodwill,11569000000,high_value ($11.6B > $4.9B)
1018724,IntangibleAssetsNetExcludingGoodwill,8602000000,high_value ($8.6B > $4.9B)
1018724,InventoryNet,34214000000,high_value ($34.2B > $4.9B)
1018724,LeaseCost,18577000000,high_value ($18.6B > $4.9B)
1018724,LesseeOperatingLeaseLiabilityPaymentsDue,95294000000,high_value ($95.3B > $4.9B)
1018724,LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,44443000000,high_value ($44.4B > $4.9B)
1018724,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,12002000000,high_value ($12.0B > $4.9B)
1018724,LesseeOperatingLeaseLiabilityPaymentsDueYearFive,8534000000,high_value ($8.5B > $4.9B)
1018724,LesseeOperatingLeaseLiabilityPaymentsDueYearFour,9205000000,high_value ($9.2B > $4.9B)
1018724,LesseeOperatingLeaseLiabilityPaymentsDueYearThree,10087000000,high_value ($10.1B > $4.9B)
1018724,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,11023000000,high_value ($11.0B > $4.9B)
1018724,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,15698000000,high_value ($15.7B > $4.9B)
1018724,LiabilitiesAndStockholdersEquity,624894000000,high_value ($624.9B > $4.9B)
1018724,LiabilitiesCurrent,179431000000,high_value ($179.4B > $4.9B)
1018724,LongTermDebt,58000000000,high_value ($58.0B > $4.9B)
1018724,LongTermDebtCurrent,5017000000,high_value ($5.0B > $4.9B)
1018724,LongTermDebtFairValue,8700000000,high_value ($8.7B > $4.9B)
1018724,LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,36250000000,high_value ($36.2B > $4.9B)
1018724,LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,5000000000,high_value ($5.0B > $4.9B)
1018724,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,8750000000,high_value ($8.8B > $4.9B)
1018724,LongTermDebtNoncurrent,52623000000,high_value ($52.6B > $4.9B)
1018724,MarketableSecuritiesCurrent,22423000000,high_value ($22.4B > $4.9B)
1018724,MarketableSecuritiesRealizedGainLoss,-7000000,invalid_negative ($-7.0M)
1018724,MarketableSecuritiesUnrealizedGainLoss,-1278000000,invalid_negative ($-1278.0M)
1018724,MarketingAndAdvertisingExpense,5000000000,high_value ($5.0B > $4.9B)
1018724,MarketingExpense,43907000000,high_value ($43.9B > $4.9B)
1018724,NetCashProvidedByUsedInFinancingActivities,-11812000000,invalid_negative ($-11812.0M)
1018724,NetCashProvidedByUsedInInvestingActivities,-94342000000,invalid_negative ($-94342.0M)
1018724,NetCashProvidedByUsedInOperatingActivities,115877000000,high_value ($115.9B > $4.9B)
1018724,NetIncomeLoss,59248000000,high_value ($59.2B > $4.9B)
1018724,OperatingExpenses,7292000000,high_value ($7.3B > $4.9B)
1018724,OperatingIncomeLoss,68593000000,high_value ($68.6B > $4.9B)
1018724,OperatingLeaseCost,11961000000,high_value ($12.0B > $4.9B)
1018724,OperatingLeaseLiability,79596000000,high_value ($79.6B > $4.9B)
1018724,OperatingLeaseLiabilityCurrent,10546000000,high_value ($10.5B > $4.9B)
1018724,OperatingLeaseLiabilityNoncurrent,69050000000,high_value ($69.0B > $4.9B)
1018724,OperatingLeasePayments,12341000000,high_value ($12.3B > $4.9B)
1018724,OperatingLeaseRightOfUseAsset,76141000000,high_value ($76.1B > $4.9B)
1018724,OperatingLeasesFutureMinimumPaymentsDue,26666000000,high_value ($26.7B > $4.9B)
1018724,OperatingLeasesFutureMinimumPaymentsDueThereafter,15845000000,high_value ($15.8B > $4.9B)
1018724,OtherAssetsNoncurrent,82147000000,high_value ($82.1B > $4.9B)
1018724,OtherCommitment,18629000000,high_value ($18.6B > $4.9B)
1018724,OtherCommitmentDueAfterFifthYear,11456000000,high_value ($11.5B > $4.9B)
1018724,OtherComprehensiveIncomeAvailableForSaleSecuritiesTax,-2000000,invalid_negative ($-2.0M)
1018724,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-3333000000,invalid_negative ($-3333.0M)
1018724,OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax,-38000000,invalid_negative ($-38.0M)
1018724,OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,-226000000,invalid_negative ($-226.0M)
1018724,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,6344000000,high_value ($6.3B > $4.9B)
1018724,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-819000000,invalid_negative ($-819.0M)
1018724,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,-6000000,invalid_negative ($-6.0M)
